age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42.0,blue-collar,divorced,secondary,no,898,yes,no,cellular,18,nov,136.0,2.0,131.0,1,failure,no
30.0,blue-collar,divorced,primary,no,511,yes,no,cellular,20,nov,157.0,3.0,-1.0,0,unknown,no
49.0,management,married,tertiary,no,489,yes,no,cellular,6,may,65.0,1.0,358.0,1,failure,no
31.0,student,single,secondary,no,1776,no,no,cellular,15,jun,220.0,1.0,207.0,1,unknown,yes
30.0,technician,married,secondary,no,371,no,no,cellular,7,aug,124.0,2.0,-1.0,0,unknown,no
35.0,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850.0,1.0,-1.0,0,unknown,yes
38.0,technician,married,tertiary,no,51,no,no,telephone,27,aug,39.0,9.0,-1.0,0,unknown,no
27.0,management,single,tertiary,no,592,no,no,cellular,7,sep,667.0,1.0,221.0,3,failure,no
31.0,admin,single,secondary,no,12,yes,no,unknown,5,may,208.0,2.0,-1.0,0,unknown,no
41.0,technician,married,secondary,no,112,yes,no,cellular,9,jul,158.0,1.0,-1.0,0,unknown,no
31.0,management,single,tertiary,no,630,no,no,cellular,4,may,95.0,2.0,91.0,2,failure,no
47.0,blue-collar,married,primary,no,570,no,no,cellular,12,aug,864.0,3.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,-1664,yes,no,unknown,13,may,169.0,1.0,-1.0,0,unknown,no
56.0,retired,married,primary,no,133,no,yes,unknown,12,jun,322.0,2.0,-1.0,0,unknown,no
70.0,retired,divorced,secondary,no,4572,no,no,cellular,8,jul,173.0,11.0,162.0,5,failure,no
44.0,technician,single,primary,no,237,yes,no,cellular,25,jul,54.0,1.0,-1.0,0,unknown,no
48.0,management,married,tertiary,no,0,no,yes,cellular,6,feb,1423.0,3.0,-1.0,0,unknown,no
40.0,admin,married,secondary,no,-666,yes,no,unknown,27,may,107.0,2.0,-1.0,0,unknown,no
57.0,retired,married,secondary,no,13834,no,no,cellular,11,aug,107.0,1.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,50,yes,no,unknown,8,may,352.0,3.0,-1.0,0,unknown,no
39.0,technician,married,tertiary,no,-1099,yes,no,cellular,30,jul,56.0,9.0,-1.0,0,unknown,no
28.0,blue-collar,married,secondary,no,52,yes,no,unknown,13,may,226.0,1.0,-1.0,0,unknown,no
26.0,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916.0,2.0,189.0,29,unknown,yes
37.0,technician,married,secondary,no,146,yes,yes,cellular,6,may,82.0,2.0,356.0,2,failure,no
32.0,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,173.0,2.0,-1.0,0,unknown,no
27.0,blue-collar,married,secondary,no,30,no,yes,cellular,18,may,110.0,1.0,334.0,4,unknown,no
53.0,services,married,secondary,no,2009,no,no,cellular,16,jun,250.0,1.0,-1.0,0,unknown,no
32.0,management,married,tertiary,no,1969,no,no,cellular,18,aug,271.0,8.0,-1.0,0,unknown,no
52.0,blue-collar,single,secondary,no,1785,no,no,cellular,3,feb,168.0,2.0,-1.0,0,unknown,no
37.0,management,single,tertiary,no,1517,no,yes,cellular,6,may,60.0,1.0,-1.0,0,unknown,no
35.0,technician,single,secondary,no,705,yes,yes,cellular,15,may,177.0,1.0,361.0,3,failure,no
34.0,entrepreneur,married,tertiary,no,145,yes,yes,cellular,18,jul,127.0,10.0,-1.0,0,unknown,no
75.0,management,married,tertiary,no,643,no,no,cellular,15,oct,522.0,2.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,1785,yes,no,unknown,26,may,912.0,4.0,-1.0,0,unknown,no
54.0,unemployed,divorced,secondary,no,925,no,no,cellular,5,feb,2.0,1.0,-1.0,0,unknown,no
65.0,unemployed,married,secondary,no,3195,no,no,telephone,2,mar,904.0,1.0,-1.0,0,unknown,yes
50.0,blue-collar,married,secondary,no,2284,yes,no,telephone,31,jul,1088.0,17.0,-1.0,0,unknown,yes
42.0,services,single,secondary,yes,58,no,no,cellular,3,feb,428.0,1.0,-1.0,0,unknown,no
35.0,blue-collar,married,secondary,no,89,yes,no,unknown,6,may,145.0,2.0,-1.0,0,unknown,no
35.0,management,married,tertiary,no,62,no,no,cellular,8,feb,469.0,2.0,185.0,2,failure,yes
36.0,blue-collar,married,secondary,no,204,yes,no,cellular,20,apr,28.0,5.0,-1.0,0,unknown,no
46.0,entrepreneur,married,tertiary,no,954,yes,yes,cellular,4,feb,532.0,2.0,-1.0,0,unknown,no
28.0,student,single,secondary,no,305,no,no,cellular,7,jul,625.0,1.0,-1.0,0,unknown,no
43.0,technician,single,secondary,no,4990,yes,no,cellular,7,apr,58.0,1.0,228.0,10,failure,no
52.0,blue-collar,married,primary,no,10,no,no,cellular,6,aug,588.0,3.0,-1.0,0,unknown,no
47.0,admin,married,secondary,no,1387,yes,no,cellular,14,oct,158.0,1.0,826.0,1,failure,no
34.0,housemaid,married,tertiary,no,1265,yes,no,unknown,6,jun,397.0,3.0,-1.0,0,unknown,no
46.0,management,divorced,secondary,no,10,yes,no,cellular,17,nov,273.0,1.0,-1.0,0,unknown,no
45.0,blue-collar,married,primary,no,816,yes,no,unknown,2,jun,80.0,3.0,-1.0,0,unknown,no
53.0,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320.0,3.0,180.0,1,success,yes
51.0,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829.0,1.0,296.0,11,failure,yes
34.0,technician,single,tertiary,no,242,yes,no,unknown,6,may,262.55842997323816,1.0,-1.0,0,unknown,no
55.0,technician,married,secondary,no,9774,yes,no,cellular,20,nov,227.0,1.0,-1.0,0,unknown,no
33.0,blue-collar,single,secondary,no,45,no,no,unknown,20,jun,13.0,12.0,-1.0,0,unknown,no
54.0,retired,married,primary,no,0,yes,no,unknown,13,may,106.0,1.0,-1.0,0,unknown,no
43.0,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106.0,2.0,-1.0,0,unknown,no
32.0,services,single,secondary,no,0,no,no,cellular,29,jan,96.0,1.0,-1.0,0,unknown,no
55.0,technician,married,secondary,no,1192,yes,no,unknown,13,may,481.0,1.0,-1.0,0,unknown,no
28.0,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361.0,2.0,-1.0,0,unknown,no
37.0,self-employed,divorced,tertiary,no,601,yes,no,unknown,30,may,422.0,1.0,-1.0,0,unknown,no
40.0,management,married,tertiary,no,409,no,no,cellular,19,aug,111.0,2.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,3412,yes,no,cellular,12,may,101.0,2.0,-1.0,0,unknown,no
44.0,technician,married,secondary,no,497,yes,no,unknown,3,jun,103.0,2.0,-1.0,0,unknown,no
33.0,management,single,tertiary,no,437,yes,no,cellular,21,nov,285.0,1.0,179.0,4,unknown,no
42.0,services,married,primary,no,0,no,no,cellular,17,jul,397.0,1.0,-1.0,0,unknown,no
27.0,management,single,secondary,no,0,yes,yes,cellular,28,jul,125.0,2.0,-1.0,0,unknown,no
34.0,technician,single,secondary,no,0,no,no,cellular,20,aug,113.0,2.0,-1.0,0,unknown,no
46.0,blue-collar,divorced,secondary,no,1074,yes,no,cellular,14,may,277.0,2.0,-1.0,0,unknown,no
39.0,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189.0,3.0,-1.0,0,unknown,no
50.0,technician,married,primary,no,-315,no,yes,cellular,21,nov,61.0,7.0,136.0,1,failure,no
32.0,technician,single,secondary,no,4069,yes,no,cellular,25,jul,273.0,1.0,-1.0,0,unknown,no
29.0,admin,single,secondary,no,291,no,no,cellular,9,feb,12.0,9.0,-1.0,0,unknown,no
33.0,blue-collar,married,secondary,no,19,yes,no,cellular,4,feb,56.0,1.0,271.0,1,unknown,no
50.0,blue-collar,divorced,primary,no,134,no,no,unknown,8,may,263.0,2.0,-1.0,0,unknown,no
26.0,management,single,tertiary,no,4116,yes,no,cellular,5,may,301.0,1.0,-1.0,0,unknown,no
56.0,management,married,tertiary,no,935,yes,no,cellular,8,may,209.0,2.0,172.0,1,failure,no
43.0,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119.0,2.0,95.0,3,success,no
28.0,management,married,tertiary,no,318,yes,no,unknown,27,may,4.0,4.0,-1.0,0,unknown,no
37.0,blue-collar,married,secondary,no,590,yes,no,cellular,17,apr,37.0,1.0,343.0,2,failure,no
38.0,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,358.0,7.0,-1.0,0,unknown,no
34.0,technician,married,secondary,no,134,yes,no,cellular,6,may,159.0,1.0,-1.0,0,unknown,no
56.0,blue-collar,married,primary,no,862,yes,yes,unknown,7,may,198.0,2.0,-1.0,0,unknown,no
27.0,student,single,secondary,no,1411,no,no,cellular,2,feb,92.0,1.0,-1.0,0,unknown,no
29.0,admin,single,secondary,no,543,yes,yes,cellular,18,may,166.0,1.0,349.0,5,unknown,no
40.0,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123.0,4.0,-1.0,0,unknown,no
58.0,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7.0,5.0,-1.0,0,unknown,no
31.0,blue-collar,married,secondary,no,0,no,no,telephone,23,jul,36.0,1.0,-1.0,0,unknown,no
59.0,admin,divorced,tertiary,no,39,no,no,cellular,11,jul,67.0,1.0,-1.0,0,unknown,no
57.0,retired,married,primary,no,5010,no,no,cellular,21,nov,570.0,4.0,-1.0,0,unknown,no
33.0,services,married,secondary,no,0,no,yes,cellular,8,jul,285.0,1.0,-1.0,0,unknown,no
54.0,housemaid,married,secondary,no,167,yes,no,unknown,20,may,547.0,7.0,-1.0,0,unknown,no
44.0,management,married,secondary,no,13054,yes,no,cellular,11,may,471.0,2.0,174.0,12,unknown,no
37.0,housemaid,married,secondary,yes,-205,no,yes,cellular,18,jul,199.0,1.0,-1.0,0,unknown,no
49.0,retired,married,secondary,no,247,no,no,unknown,15,may,213.0,2.0,-1.0,0,unknown,no
39.0,management,married,secondary,no,0,yes,no,cellular,24,jul,21.0,21.0,-1.0,0,unknown,no
34.0,entrepreneur,single,tertiary,no,1295,yes,no,cellular,3,feb,246.0,1.0,-1.0,0,unknown,no
39.0,admin,single,secondary,no,113,yes,no,unknown,6,may,342.0,1.0,-1.0,0,unknown,no
38.0,admin,married,secondary,no,3047,yes,no,unknown,6,may,285.0,2.0,-1.0,0,unknown,no
72.0,management,married,secondary,no,1165,no,no,cellular,11,aug,400.0,3.0,-1.0,0,unknown,no
59.0,management,married,secondary,no,1245,no,no,cellular,29,jan,285.0,1.0,-1.0,0,unknown,no
47.0,technician,married,secondary,no,-3,no,yes,unknown,9,jul,197.0,1.0,-1.0,0,unknown,no
34.0,blue-collar,married,secondary,no,-29,yes,no,cellular,11,may,200.0,2.0,364.0,2,unknown,no
34.0,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337.0,1.0,-1.0,0,unknown,no
26.0,services,single,tertiary,no,1624,yes,yes,unknown,28,may,438.0,1.0,-1.0,0,unknown,no
26.0,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932.0,3.0,-1.0,0,unknown,no
54.0,management,divorced,secondary,no,299,no,yes,cellular,23,jul,147.0,4.0,-1.0,0,unknown,no
48.0,technician,married,secondary,no,454,yes,no,cellular,10,jul,114.0,1.0,-1.0,0,unknown,no
30.0,technician,single,secondary,no,276,no,yes,cellular,25,aug,159.0,5.0,-1.0,0,unknown,no
30.0,management,single,tertiary,no,156,yes,no,unknown,9,jun,174.0,9.0,-1.0,0,unknown,no
52.0,self-employed,married,primary,no,1750,no,yes,unknown,20,jun,39.0,5.0,-1.0,0,unknown,no
32.0,blue-collar,single,primary,no,78,yes,no,cellular,14,may,72.0,2.0,-1.0,0,unknown,no
31.0,technician,single,tertiary,no,665,yes,no,cellular,4,feb,156.0,1.0,-1.0,0,unknown,no
45.0,entrepreneur,married,tertiary,no,2476,no,no,cellular,13,aug,239.0,2.0,-1.0,0,unknown,no
31.0,blue-collar,single,secondary,no,2194,no,no,cellular,13,may,275.0,2.0,357.0,1,unknown,no
29.0,blue-collar,married,secondary,no,247,no,yes,cellular,7,jul,199.0,1.0,-1.0,0,unknown,no
40.0,management,single,tertiary,no,326,yes,no,unknown,28,may,64.0,1.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,47,yes,no,cellular,20,apr,554.0,3.0,-1.0,0,unknown,no
30.0,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034.0,2.0,-1.0,0,unknown,no
25.0,student,single,tertiary,no,326,no,no,cellular,26,may,390.0,1.0,-1.0,0,unknown,yes
65.0,retired,married,primary,no,308,no,no,cellular,1,sep,400.0,1.0,-1.0,0,unknown,yes
46.0,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,114.0,1.0,-1.0,0,unknown,no
55.0,retired,married,secondary,no,785,yes,no,cellular,14,may,47.0,1.0,370.0,2,failure,no
46.0,entrepreneur,married,secondary,no,1375,yes,no,unknown,30,may,170.0,7.0,-1.0,0,unknown,no
56.0,blue-collar,married,primary,no,1798,yes,no,unknown,29,may,228.0,3.0,-1.0,0,unknown,no
46.0,entrepreneur,married,secondary,no,245,yes,no,cellular,8,may,78.0,1.0,359.0,3,failure,no
32.0,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,142.0,2.0,-1.0,0,unknown,no
39.0,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47.0,1.0,-1.0,0,unknown,no
39.0,technician,married,tertiary,no,4765,yes,no,cellular,7,aug,108.0,2.0,-1.0,0,unknown,no
42.0,unemployed,divorced,primary,no,148,yes,no,cellular,4,feb,102.0,1.0,-1.0,0,unknown,no
30.0,admin,single,secondary,no,818,yes,yes,cellular,16,apr,66.0,1.0,346.0,1,failure,no
44.0,admin,divorced,secondary,no,2999,yes,no,cellular,14,may,717.0,1.0,-1.0,0,unknown,yes
53.0,blue-collar,married,primary,no,256,yes,no,unknown,2,jun,202.0,1.0,-1.0,0,unknown,no
58.0,management,single,secondary,no,311,no,no,unknown,6,jun,248.0,2.0,-1.0,0,unknown,no
45.0,admin,single,secondary,no,341,yes,yes,cellular,5,may,77.0,2.0,-1.0,0,unknown,no
42.0,entrepreneur,married,tertiary,no,337,yes,yes,cellular,18,nov,63.0,3.0,-1.0,0,unknown,no
27.0,technician,single,secondary,no,1996,yes,no,cellular,5,may,345.0,1.0,-1.0,0,unknown,no
29.0,admin,single,tertiary,no,261,no,no,cellular,4,jun,66.0,1.0,79.0,19,failure,no
31.0,student,single,secondary,no,643,no,no,cellular,5,feb,82.0,4.0,-1.0,0,unknown,no
40.0,management,divorced,tertiary,no,492,no,yes,cellular,7,jul,125.0,2.0,-1.0,0,unknown,no
29.0,entrepreneur,married,secondary,no,65,yes,no,cellular,28,jul,19.0,14.0,-1.0,0,unknown,no
40.0,admin,married,secondary,no,220,yes,no,unknown,30,jun,69.0,3.0,-1.0,0,unknown,no
32.0,blue-collar,single,secondary,no,313,yes,yes,unknown,5,jun,67.0,2.0,-1.0,0,unknown,no
25.0,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241.0,3.0,-1.0,0,unknown,no
35.0,entrepreneur,married,tertiary,no,280,yes,no,unknown,21,may,502.0,1.0,-1.0,0,unknown,no
31.0,admin,married,secondary,no,3052,yes,yes,cellular,20,nov,115.0,2.0,177.0,2,failure,no
52.0,admin,married,secondary,no,32,no,yes,cellular,9,jul,103.0,1.0,-1.0,0,unknown,no
66.0,management,married,secondary,no,587,no,no,cellular,12,may,457.0,2.0,392.0,2,success,yes
30.0,technician,married,secondary,no,152,yes,yes,unknown,5,may,213.0,2.0,-1.0,0,unknown,no
51.0,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611.0,2.0,-1.0,0,unknown,yes
41.0,entrepreneur,married,secondary,no,89,yes,no,unknown,6,may,333.0,2.0,-1.0,0,unknown,no
32.0,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133.0,2.0,-1.0,0,unknown,no
44.0,management,married,primary,no,4758,yes,no,cellular,22,jul,712.0,6.0,-1.0,0,unknown,yes
40.0,unemployed,single,secondary,no,11,yes,no,unknown,6,may,43.0,1.0,-1.0,0,unknown,no
59.0,blue-collar,married,secondary,no,-1336,no,yes,cellular,7,jul,450.0,2.0,-1.0,0,unknown,no
44.0,technician,married,secondary,yes,-251,no,yes,telephone,31,jul,13.0,16.0,-1.0,0,unknown,no
32.0,housemaid,married,primary,no,0,yes,no,cellular,9,jul,90.0,1.0,-1.0,0,unknown,no
56.0,unemployed,divorced,primary,no,109,no,no,cellular,15,jul,924.0,4.0,-1.0,0,unknown,no
43.0,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,351.0,1.0,337.0,3,failure,no
42.0,admin,divorced,secondary,no,-67,no,no,cellular,21,nov,137.0,2.0,-1.0,0,unknown,no
50.0,self-employed,divorced,secondary,no,985,yes,yes,telephone,21,nov,167.0,1.0,-1.0,0,unknown,no
33.0,services,married,secondary,no,1330,yes,no,cellular,18,nov,245.0,1.0,-1.0,0,unknown,no
59.0,management,married,tertiary,no,4152,yes,no,cellular,1,oct,67.0,6.0,141.0,13,failure,no
31.0,blue-collar,married,secondary,no,-120,yes,no,cellular,3,feb,100.0,3.0,201.0,2,failure,no
39.0,technician,divorced,secondary,no,115,no,no,cellular,25,aug,116.0,9.0,-1.0,0,unknown,no
31.0,technician,married,secondary,no,4182,yes,no,cellular,4,may,347.0,2.0,-1.0,0,unknown,yes
51.0,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151.0,10.0,-1.0,0,unknown,no
50.0,management,married,secondary,no,8345,no,no,unknown,11,jun,561.0,1.0,-1.0,0,unknown,no
50.0,services,married,tertiary,no,218,yes,no,unknown,9,may,388.0,2.0,-1.0,0,unknown,no
55.0,management,married,primary,no,3293,no,no,telephone,30,jul,64.0,2.0,-1.0,0,unknown,no
35.0,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663.0,2.0,-1.0,0,unknown,no
41.0,services,married,secondary,no,4505,yes,no,unknown,14,may,108.0,2.0,-1.0,0,unknown,no
58.0,admin,married,secondary,no,855,no,no,cellular,14,aug,81.0,2.0,-1.0,0,unknown,no
45.0,admin,married,secondary,no,434,no,yes,cellular,24,jul,180.0,19.0,-1.0,0,unknown,no
53.0,management,divorced,tertiary,no,26306,yes,no,cellular,19,nov,67.0,3.0,-1.0,0,unknown,no
34.0,services,married,secondary,no,2918,no,yes,cellular,4,jun,246.0,1.0,196.0,2,success,yes
34.0,management,single,tertiary,no,0,yes,yes,cellular,26,may,197.0,2.0,98.0,1,unknown,no
50.0,technician,married,tertiary,no,199,yes,yes,unknown,26,may,79.0,1.0,-1.0,0,unknown,no
43.0,housemaid,married,primary,no,1491,no,no,telephone,14,jul,105.0,3.0,-1.0,0,unknown,no
45.0,blue-collar,married,primary,no,492,no,no,cellular,29,aug,141.0,2.0,-1.0,0,unknown,no
75.0,retired,married,secondary,no,1470,no,no,telephone,27,feb,49.0,1.0,-1.0,0,unknown,no
37.0,entrepreneur,married,secondary,no,5064,yes,no,unknown,20,may,79.0,1.0,-1.0,0,unknown,no
47.0,management,single,tertiary,no,334,yes,no,cellular,28,jun,614.0,3.0,94.0,9,success,yes
36.0,services,single,secondary,no,774,yes,no,cellular,3,feb,231.0,2.0,259.0,1,failure,no
29.0,management,single,tertiary,no,1431,no,no,cellular,18,jun,201.0,4.0,-1.0,0,unknown,no
32.0,services,single,secondary,no,2881,no,no,cellular,2,jul,356.0,1.0,-1.0,0,unknown,yes
31.0,technician,single,secondary,no,1186,yes,no,unknown,23,may,136.0,1.0,-1.0,0,unknown,no
48.0,services,married,secondary,no,975,yes,yes,cellular,15,may,521.0,2.0,-1.0,0,unknown,no
32.0,services,single,tertiary,no,143,yes,yes,cellular,22,jul,115.0,3.0,-1.0,0,unknown,no
47.0,blue-collar,married,primary,no,-100,yes,no,unknown,15,may,374.0,1.0,-1.0,0,unknown,no
29.0,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707.0,14.0,-1.0,0,unknown,yes
34.0,services,single,secondary,no,15,no,no,cellular,31,aug,104.0,1.0,-1.0,0,unknown,no
32.0,services,single,secondary,no,-408,yes,no,unknown,23,may,253.0,2.0,-1.0,0,unknown,no
30.0,technician,single,tertiary,no,4321,yes,no,cellular,28,jul,257.0,6.0,-1.0,0,unknown,no
32.0,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115.0,2.0,86.0,2,success,yes
27.0,admin,married,tertiary,no,2855,no,no,cellular,22,jul,138.0,2.0,178.0,4,success,yes
38.0,entrepreneur,single,secondary,no,473,yes,yes,unknown,30,may,133.0,4.0,-1.0,0,unknown,no
31.0,blue-collar,married,secondary,no,43,yes,no,unknown,19,may,405.0,3.0,-1.0,0,unknown,no
60.0,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193.0,1.0,412.0,1,unknown,yes
31.0,services,married,secondary,no,-331,yes,no,unknown,23,may,203.0,5.0,-1.0,0,unknown,no
59.0,housemaid,divorced,secondary,no,45141,no,no,unknown,6,jun,42.0,1.0,-1.0,0,unknown,no
36.0,blue-collar,married,secondary,no,1088,yes,no,cellular,13,may,77.0,2.0,345.0,2,failure,no
44.0,management,married,tertiary,no,13853,yes,no,cellular,18,nov,1329.0,3.0,-1.0,0,unknown,no
35.0,technician,married,secondary,no,294,yes,no,cellular,9,mar,301.0,1.0,90.0,4,success,yes
30.0,management,single,tertiary,no,2708,no,no,cellular,19,nov,479.0,1.0,-1.0,0,unknown,no
60.0,services,married,primary,no,0,no,no,cellular,27,aug,114.0,9.0,-1.0,0,unknown,no
26.0,technician,married,secondary,no,370,no,yes,cellular,8,jul,1061.0,4.0,-1.0,0,unknown,yes
57.0,management,married,secondary,no,19268,no,no,unknown,23,oct,301.0,1.0,-1.0,0,unknown,yes
63.0,retired,married,secondary,no,2747,no,no,cellular,11,sep,113.0,1.0,80.0,1,failure,no
30.0,admin,married,primary,no,40,yes,yes,cellular,7,jul,174.0,1.0,-1.0,0,unknown,no
50.0,admin,married,secondary,no,-221,no,yes,unknown,3,jul,90.0,1.0,-1.0,0,unknown,no
31.0,student,married,secondary,no,200,yes,no,cellular,4,may,362.0,5.0,-1.0,0,unknown,no
58.0,technician,married,secondary,no,1191,no,no,cellular,6,aug,78.0,2.0,-1.0,0,unknown,no
48.0,technician,married,primary,no,235,no,no,cellular,9,sep,386.0,2.0,191.0,3,success,yes
58.0,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128.0,1.0,-1.0,0,unknown,no
35.0,technician,married,tertiary,no,16,yes,no,cellular,5,may,43.0,5.0,-1.0,0,unknown,no
34.0,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252.0,2.0,-1.0,0,unknown,no
50.0,entrepreneur,divorced,tertiary,no,315,no,no,cellular,12,jul,101.0,2.0,185.0,2,failure,no
36.0,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234.0,2.0,175.0,2,success,yes
57.0,management,married,tertiary,no,0,yes,no,unknown,14,may,124.0,1.0,-1.0,0,unknown,no
73.0,retired,married,secondary,no,2850,no,no,cellular,19,apr,184.0,2.0,185.0,3,failure,no
45.0,admin,single,secondary,no,946,yes,no,cellular,13,apr,754.0,3.0,143.0,6,failure,no
55.0,blue-collar,married,secondary,no,-157,no,no,cellular,6,feb,354.0,5.0,-1.0,0,unknown,no
57.0,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482.0,2.0,-1.0,0,unknown,yes
29.0,services,married,tertiary,no,62,yes,yes,unknown,16,may,280.0,2.0,-1.0,0,unknown,no
37.0,services,married,secondary,no,1483,no,no,unknown,20,jun,32.0,9.0,-1.0,0,unknown,no
52.0,blue-collar,married,secondary,no,633,yes,no,cellular,14,may,292.0,1.0,-1.0,0,unknown,no
30.0,admin,single,secondary,no,1450,yes,no,cellular,18,may,298.0,1.0,355.0,1,failure,no
59.0,retired,married,primary,no,646,yes,no,unknown,16,may,140.0,1.0,-1.0,0,unknown,no
45.0,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40.0,1.0,-1.0,0,unknown,no
26.0,student,single,tertiary,no,97,no,no,cellular,27,aug,382.0,1.0,-1.0,0,unknown,no
47.0,admin,married,primary,no,31,yes,no,cellular,6,may,50.0,1.0,356.0,1,failure,no
37.0,management,married,tertiary,no,308,yes,no,unknown,7,may,96.0,3.0,-1.0,0,unknown,no
40.0,admin,single,secondary,no,739,yes,no,unknown,16,may,132.0,1.0,-1.0,0,unknown,no
31.0,entrepreneur,divorced,tertiary,no,1767,no,no,telephone,25,jul,395.0,6.0,-1.0,0,unknown,no
35.0,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428.0,2.0,336.0,6,failure,no
